beverage_id,beverage_name,type,category,skill_level,prep_time_min,total_time_min,equipment,ingredients,instructions
252,Indian Apple Juice Mocktail 252,Mocktail,Mocktail,Beginner,17,27,,"apple juice:189ml,mint:7g,honey:22g,pomegranate:81g,basil:13g",Prepare the glassware for the indian apple juice mocktail 252|Combine apple juice with mint and honey|Add pomegranate and basil and mix until balanced|Finish using a serving glass|Serve the indian apple juice mocktail 252 immediately
253,Latin Drip Coffee Coffee 253,Coffee,Coffee,Intermediate,7,13,Espresso Machine,"drip coffee:260ml,almond milk:196ml,oat milk:155ml,cocoa:8g,cardamom:12g",Prepare the glassware for the latin drip coffee coffee 253|Combine drip coffee with almond milk and oat milk|Add cocoa and cardamom and mix until balanced|Finish using Espresso Machine|Serve the latin drip coffee coffee 253 immediately
254,Chinese Green Tea Tea 254,Tea,Tea,Beginner,12,14,Stove,"green tea:224ml,hot water:151ml,honey:38g,ice:159g,orange peel:62g",Prepare the glassware for the chinese green tea tea 254|Combine green tea with hot water and honey|Add ice and orange peel and mix until balanced|Finish using Stove|Serve the chinese green tea tea 254 immediately
255,Asian Milk Smoothie 255,Smoothie,Smoothie,Beginner,10,16,Blender,"milk:285ml,mango:42g,spinach:53g,cocoa:15g,chia seeds:2g",Prepare the glassware for the asian milk smoothie 255|Combine milk with mango and spinach|Add cocoa and chia seeds and mix until balanced|Finish using Blender|Serve the asian milk smoothie 255 immediately
256,Latin Tequila Cocktail 256,Cocktail,Cocktail,Pro,10,15,Blender,"tequila:45g,ginger beer:14g,lemon juice:117ml,basil:9g,passion fruit:32g",Prepare the glassware for the latin tequila cocktail 256|Combine tequila with ginger beer and lemon juice|Add basil and passion fruit and mix until balanced|Finish using Blender|Serve the latin tequila cocktail 256 immediately
257,Global Coconut Water Mocktail 257,Mocktail,Mocktail,Beginner,10,22,Stove,"coconut water:102ml,rose syrup:262ml,lime juice:268ml,cucumber:64g,watermelon:219ml",Prepare the glassware for the global coconut water mocktail 257|Combine coconut water with rose syrup and lime juice|Add cucumber and watermelon and mix until balanced|Finish using Stove|Serve the global coconut water mocktail 257 immediately
258,Nordic Drip Coffee Coffee 258,Coffee,Coffee,Intermediate,9,17,Espresso Machine,"drip coffee:144ml,condensed milk:146ml,milk:151ml,vanilla syrup:185ml,cardamom:13g",Prepare the glassware for the nordic drip coffee coffee 258|Combine drip coffee with condensed milk and milk|Add vanilla syrup and cardamom and mix until balanced|Finish using Espresso Machine|Serve the nordic drip coffee coffee 258 immediately
259,Japanese Oolong Tea Tea 259,Tea,Tea,Intermediate,16,16,Blender,"oolong tea:216ml,mint:14g,hot water:41ml,cardamom:10g,rose petals:28g",Prepare the glassware for the japanese oolong tea tea 259|Combine oolong tea with mint and hot water|Add cardamom and rose petals and mix until balanced|Finish using Blender|Serve the japanese oolong tea tea 259 immediately
260,African Milk Smoothie 260,Smoothie,Smoothie,Beginner,5,18,Blender,"milk:194ml,berries:177g,mango:91g,peanut butter:64g,chia seeds:2g",Prepare the glassware for the african milk smoothie 260|Combine milk with berries and mango|Add peanut butter and chia seeds and mix until balanced|Finish using Blender|Serve the african milk smoothie 260 immediately
261,Mediterranean Vodka Cocktail 261,Cocktail,Cocktail,Pro,17,19,"Blender,Stove","vodka:66g,soda water:263ml,lemon juice:124ml,mint:13g,basil:4g","Prepare the glassware for the mediterranean vodka cocktail 261|Combine vodka with soda water and lemon juice|Add mint and basil and mix until balanced|Finish using Blender, Stove|Serve the mediterranean vodka cocktail 261 immediately"
262,Caribbean Coconut Water Mocktail 262,Mocktail,Mocktail,Beginner,11,14,,"coconut water:214ml,mint:5g,honey:57g,strawberry:7g,mango:183g",Prepare the glassware for the caribbean coconut water mocktail 262|Combine coconut water with mint and honey|Add strawberry and mango and mix until balanced|Finish using a serving glass|Serve the caribbean coconut water mocktail 262 immediately
263,Latin Instant Coffee Coffee 263,Coffee,Coffee,Beginner,12,21,,"instant coffee:241ml,oat milk:161ml,water:242ml,cocoa:4g,brown sugar:19g",Prepare the glassware for the latin instant coffee coffee 263|Combine instant coffee with oat milk and water|Add cocoa and brown sugar and mix until balanced|Finish using a serving glass|Serve the latin instant coffee coffee 263 immediately
264,Chinese Matcha Powder Tea 264,Tea,Tea,Beginner,5,7,,"matcha powder:71g,mint:4g,lemon juice:295ml,ice:185g,ginger:11g",Prepare the glassware for the chinese matcha powder tea 264|Combine matcha powder with mint and lemon juice|Add ice and ginger and mix until balanced|Finish using a serving glass|Serve the chinese matcha powder tea 264 immediately
265,Asian Almond Milk Smoothie 265,Smoothie,Smoothie,Intermediate,17,19,Blender,"almond milk:74ml,banana:46g,spinach:27g,cocoa:2g,peanut butter:39g",Prepare the glassware for the asian almond milk smoothie 265|Combine almond milk with banana and spinach|Add cocoa and peanut butter and mix until balanced|Finish using Blender|Serve the asian almond milk smoothie 265 immediately
266,Mediterranean Vodka Cocktail 266,Cocktail,Cocktail,Pro,20,25,Blender,"vodka:77g,lime juice:85ml,ginger beer:18g,mint:11g,berry syrup:266ml",Prepare the glassware for the mediterranean vodka cocktail 266|Combine vodka with lime juice and ginger beer|Add mint and berry syrup and mix until balanced|Finish using Blender|Serve the mediterranean vodka cocktail 266 immediately
267,European Orange Juice Mocktail 267,Mocktail,Mocktail,Intermediate,9,18,Stove,"orange juice:207ml,mint:15g,lemon juice:29ml,watermelon:48ml,cucumber:155g",Prepare the glassware for the european orange juice mocktail 267|Combine orange juice with mint and lemon juice|Add watermelon and cucumber and mix until balanced|Finish using Stove|Serve the european orange juice mocktail 267 immediately
268,Global Espresso Coffee 268,Coffee,Coffee,Beginner,15,26,Espresso Machine,"espresso:126ml,almond milk:281ml,milk:44ml,cinnamon:16g,brown sugar:70g",Prepare the glassware for the global espresso coffee 268|Combine espresso with almond milk and milk|Add cinnamon and brown sugar and mix until balanced|Finish using Espresso Machine|Serve the global espresso coffee 268 immediately
269,Indian Green Tea Tea 269,Tea,Tea,Beginner,9,24,Blender,"green tea:211ml,honey:10g,mint:5g,ice:76g,orange peel:60g",Prepare the glassware for the indian green tea tea 269|Combine green tea with honey and mint|Add ice and orange peel and mix until balanced|Finish using Blender|Serve the indian green tea tea 269 immediately
270,Tropical Almond Milk Smoothie 270,Smoothie,Smoothie,Intermediate,13,27,Blender,"almond milk:28ml,oats:11g,berries:95g,chia seeds:4g,honey:32g",Prepare the glassware for the tropical almond milk smoothie 270|Combine almond milk with oats and berries|Add chia seeds and honey and mix until balanced|Finish using Blender|Serve the tropical almond milk smoothie 270 immediately
271,Mediterranean Rum Cocktail 271,Cocktail,Cocktail,Intermediate,17,25,Blender,"rum:47g,soda water:288ml,tonic water:275ml,pineapple:49g,cucumber:117g",Prepare the glassware for the mediterranean rum cocktail 271|Combine rum with soda water and tonic water|Add pineapple and cucumber and mix until balanced|Finish using Blender|Serve the mediterranean rum cocktail 271 immediately
272,Indian Apple Juice Mocktail 272,Mocktail,Mocktail,Intermediate,5,5,Blender,"apple juice:157ml,rose syrup:128ml,ginger:17g,watermelon:95ml,strawberry:73g",Prepare the glassware for the indian apple juice mocktail 272|Combine apple juice with rose syrup and ginger|Add watermelon and strawberry and mix until balanced|Finish using Blender|Serve the indian apple juice mocktail 272 immediately
273,Vietnamese Instant Coffee Coffee 273,Coffee,Coffee,Beginner,9,21,,"instant coffee:87ml,water:219ml,oat milk:58ml,vanilla syrup:125ml,ice:141g",Prepare the glassware for the vietnamese instant coffee coffee 273|Combine instant coffee with water and oat milk|Add vanilla syrup and ice and mix until balanced|Finish using a serving glass|Serve the vietnamese instant coffee coffee 273 immediately
274,Moroccan Green Tea Tea 274,Tea,Tea,Beginner,5,13,,"green tea:274ml,milk:162ml,honey:82g,orange peel:32g,rose petals:80g",Prepare the glassware for the moroccan green tea tea 274|Combine green tea with milk and honey|Add orange peel and rose petals and mix until balanced|Finish using a serving glass|Serve the moroccan green tea tea 274 immediately
275,American Milk Smoothie 275,Smoothie,Smoothie,Beginner,13,20,Blender,"milk:46ml,mango:218g,oats:64g,chia seeds:7g,ginger:2g",Prepare the glassware for the american milk smoothie 275|Combine milk with mango and oats|Add chia seeds and ginger and mix until balanced|Finish using Blender|Serve the american milk smoothie 275 immediately
276,Mediterranean Tequila Cocktail 276,Cocktail,Cocktail,Pro,14,29,"Blender,Stove","tequila:86g,tonic water:298ml,ginger beer:16g,basil:17g,berry syrup:277ml","Prepare the glassware for the mediterranean tequila cocktail 276|Combine tequila with tonic water and ginger beer|Add basil and berry syrup and mix until balanced|Finish using Blender, Stove|Serve the mediterranean tequila cocktail 276 immediately"
277,Caribbean Sparkling Water Mocktail 277,Mocktail,Mocktail,Intermediate,10,25,,"sparkling water:198ml,lemon juice:111ml,honey:44g,mango:67g,watermelon:156ml",Prepare the glassware for the caribbean sparkling water mocktail 277|Combine sparkling water with lemon juice and honey|Add mango and watermelon and mix until balanced|Finish using a serving glass|Serve the caribbean sparkling water mocktail 277 immediately
278,Global Drip Coffee Coffee 278,Coffee,Coffee,Intermediate,7,7,Blender,"drip coffee:148ml,almond milk:266ml,water:214ml,cinnamon:20g,brown sugar:17g",Prepare the glassware for the global drip coffee coffee 278|Combine drip coffee with almond milk and water|Add cinnamon and brown sugar and mix until balanced|Finish using Blender|Serve the global drip coffee coffee 278 immediately
279,Moroccan Oolong Tea Tea 279,Tea,Tea,Beginner,18,27,Stove,"oolong tea:36ml,milk:261ml,hot water:120ml,cardamom:10g,ginger:2g",Prepare the glassware for the moroccan oolong tea tea 279|Combine oolong tea with milk and hot water|Add cardamom and ginger and mix until balanced|Finish using Stove|Serve the moroccan oolong tea tea 279 immediately
280,Asian Milk Smoothie 280,Smoothie,Smoothie,Intermediate,14,21,Blender,"milk:157ml,oats:66g,mango:211g,chia seeds:18g,honey:75g",Prepare the glassware for the asian milk smoothie 280|Combine milk with oats and mango|Add chia seeds and honey and mix until balanced|Finish using Blender|Serve the asian milk smoothie 280 immediately
281,Nordic Whiskey Cocktail 281,Cocktail,Cocktail,Pro,13,26,,"whiskey:86g,lemon juice:127ml,lime juice:48ml,mint:9g,cucumber:129g",Prepare the glassware for the nordic whiskey cocktail 281|Combine whiskey with lemon juice and lime juice|Add mint and cucumber and mix until balanced|Finish using a serving glass|Serve the nordic whiskey cocktail 281 immediately
282,Global Orange Juice Mocktail 282,Mocktail,Mocktail,Intermediate,8,22,Blender,"orange juice:128ml,lemon juice:114ml,lime juice:197ml,pomegranate:74g,mango:70g",Prepare the glassware for the global orange juice mocktail 282|Combine orange juice with lemon juice and lime juice|Add pomegranate and mango and mix until balanced|Finish using Blender|Serve the global orange juice mocktail 282 immediately
283,Vietnamese Espresso Coffee 283,Coffee,Coffee,Beginner,19,32,,"espresso:282ml,almond milk:201ml,oat milk:216ml,cardamom:18g,brown sugar:65g",Prepare the glassware for the vietnamese espresso coffee 283|Combine espresso with almond milk and oat milk|Add cardamom and brown sugar and mix until balanced|Finish using a serving glass|Serve the vietnamese espresso coffee 283 immediately
284,Japanese Oolong Tea Tea 284,Tea,Tea,Intermediate,16,18,,"oolong tea:240ml,hot water:176ml,lemon juice:134ml,cinnamon:13g,ginger:2g",Prepare the glassware for the japanese oolong tea tea 284|Combine oolong tea with hot water and lemon juice|Add cinnamon and ginger and mix until balanced|Finish using a serving glass|Serve the japanese oolong tea tea 284 immediately
285,American Coconut Water Smoothie 285,Smoothie,Smoothie,Beginner,10,22,Blender,"coconut water:276ml,mango:52g,spinach:57g,cocoa:20g,peanut butter:55g",Prepare the glassware for the american coconut water smoothie 285|Combine coconut water with mango and spinach|Add cocoa and peanut butter and mix until balanced|Finish using Blender|Serve the american coconut water smoothie 285 immediately
286,Tropical Vodka Cocktail 286,Cocktail,Cocktail,Pro,11,23,Blender,"vodka:64g,ginger beer:10g,lemon juice:226ml,passion fruit:28g,basil:15g",Prepare the glassware for the tropical vodka cocktail 286|Combine vodka with ginger beer and lemon juice|Add passion fruit and basil and mix until balanced|Finish using Blender|Serve the tropical vodka cocktail 286 immediately
287,European Orange Juice Mocktail 287,Mocktail,Mocktail,Intermediate,12,17,,"orange juice:137ml,lemon juice:174ml,lime juice:80ml,pomegranate:54g,strawberry:90g",Prepare the glassware for the european orange juice mocktail 287|Combine orange juice with lemon juice and lime juice|Add pomegranate and strawberry and mix until balanced|Finish using a serving glass|Serve the european orange juice mocktail 287 immediately
288,Latin Instant Coffee Coffee 288,Coffee,Coffee,Intermediate,11,15,,"instant coffee:146ml,milk:277ml,oat milk:72ml,brown sugar:6g,cardamom:3g",Prepare the glassware for the latin instant coffee coffee 288|Combine instant coffee with milk and oat milk|Add brown sugar and cardamom and mix until balanced|Finish using a serving glass|Serve the latin instant coffee coffee 288 immediately
289,Chinese Black Tea Tea 289,Tea,Tea,Beginner,9,19,Blender,"black tea:231ml,mint:13g,milk:39ml,ginger:6g,orange peel:48g",Prepare the glassware for the chinese black tea tea 289|Combine black tea with mint and milk|Add ginger and orange peel and mix until balanced|Finish using Blender|Serve the chinese black tea tea 289 immediately
